code,ano,ivs,ivs_infraestrutura_urbana,ivs_capital_humano,ivs_renda_e_trabalho,idhm,idhm_long,idhm_educ,idhm_renda,prosp_soc,renda_per_capita,gini
250010,2010,0.429,0.176,0.574,0.537,0.572,0.712,0.484,0.542,Muito Baixo,233.65,0.54
260010,2010,0.406,0.226,0.488,0.504,0.657,0.806,0.566,0.623,Baixo,386.56,0.56
260020,2010,0.474,0.388,0.534,0.5,0.588,0.761,0.493,0.542,Muito Baixo,233.59,0.53
260030,2010,0.435,0.209,0.576,0.521,0.592,0.759,0.47,0.581,Muito Baixo,297.02,0.48
260060,2010,0.486,0.387,0.556,0.514,0.599,0.801,0.472,0.569,Muito Baixo,275.5,0.49
260070,2010,0.554,0.494,0.554,0.612,0.604,0.799,0.488,0.565,Baixo,269.86,0.49
260080,2010,0.476,0.318,0.539,0.57,0.598,0.792,0.482,0.559,Muito Baixo,259.21,0.51
260090,2010,0.481,0.359,0.584,0.501,0.58,0.748,0.454,0.575,Muito Baixo,286.59,0.5
260100,2010,0.506,0.352,0.589,0.578,0.572,0.751,0.448,0.555,Muito Baixo,253.26,0.58
260110,2010,0.439,0.237,0.573,0.508,0.602,0.785,0.467,0.595,Baixo,324.01,0.56
260120,2010,0.355,0.164,0.443,0.459,0.667,0.799,0.567,0.654,Médio,469.53,0.58
260130,2010,0.492,0.305,0.686,0.485,0.577,0.726,0.474,0.558,Muito Baixo,257.4,0.51
260140,2010,0.558,0.416,0.636,0.621,0.586,0.73,0.491,0.561,Muito Baixo,263.2,0.54
260170,2010,0.366,0.142,0.47,0.486,0.628,0.783,0.513,0.617,Médio,372.93,0.51
260150,2010,0.446,0.228,0.515,0.595,0.578,0.749,0.479,0.537,Muito Baixo,226.82,0.47
260160,2010,0.359,0.168,0.445,0.464,0.642,0.784,0.553,0.611,Médio,357.77,0.63
260180,2010,0.519,0.327,0.688,0.543,0.559,0.742,0.441,0.533,Muito Baixo,220.19,0.55
260190,2010,0.435,0.261,0.539,0.503,0.606,0.752,0.487,0.608,Baixo,351.75,0.52
260200,2010,0.489,0.348,0.562,0.558,0.565,0.744,0.445,0.543,Muito Baixo,234.36,0.55
260210,2010,0.558,0.345,0.666,0.664,0.563,0.704,0.432,0.585,Muito Baixo,305.57,0.62
260220,2010,0.471,0.302,0.546,0.566,0.602,0.766,0.515,0.552,Baixo,248.98,0.48
260230,2010,0.491,0.318,0.595,0.559,0.561,0.754,0.419,0.559,Muito Baixo,258.52,0.55
260250,2010,0.459,0.279,0.557,0.54,0.574,0.681,0.493,0.563,Muito Baixo,266.21,0.49
260260,2010,0.469,0.285,0.646,0.477,0.563,0.734,0.418,0.581,Muito Baixo,296.7,0.47
260240,2010,0.505,0.262,0.623,0.63,0.547,0.725,0.417,0.54,Muito Baixo,230.85,0.49
260270,2010,0.523,0.481,0.553,0.536,0.593,0.778,0.482,0.556,Muito Baixo,254.03,0.45
260280,2010,0.585,0.408,0.678,0.669,0.527,0.746,0.395,0.497,Muito Baixo,176.76,0.57
260300,2010,0.42,0.179,0.54,0.541,0.623,0.773,0.539,0.581,Baixo,298.14,0.58
260310,2010,0.423,0.203,0.598,0.469,0.579,0.753,0.439,0.587,Muito Baixo,308.18,0.48
260320,2010,0.567,0.364,0.671,0.665,0.523,0.732,0.393,0.497,Muito Baixo,176.77,0.6
260340,2010,0.48,0.284,0.638,0.519,0.572,0.715,0.46,0.567,Muito Baixo,272.66,0.54
260330,2010,0.487,0.339,0.503,0.618,0.565,0.731,0.467,0.529,Muito Baixo,215.47,0.53
260350,2010,0.415,0.121,0.608,0.517,0.588,0.738,0.472,0.585,Muito Baixo,305.53,0.53
260360,2010,0.475,0.381,0.488,0.558,0.606,0.76,0.514,0.57,Baixo,278.04,0.48
260370,2010,0.576,0.44,0.71,0.579,0.541,0.725,0.403,0.543,Muito Baixo,234.75,0.52
260380,2010,0.527,0.342,0.541,0.696,0.549,0.746,0.419,0.529,Muito Baixo,215.71,0.5
260392,2010,0.457,0.238,0.558,0.575,0.574,0.755,0.509,0.491,Muito Baixo,170.02,0.56
260390,2010,0.476,0.291,0.573,0.564,0.583,0.727,0.505,0.54,Muito Baixo,229.87,0.53
260400,2010,0.385,0.281,0.414,0.461,0.68,0.806,0.619,0.63,Médio,403.76,0.5
260410,2010,0.31,0.105,0.467,0.357,0.677,0.799,0.569,0.681,Médio,553.99,0.53
260415,2010,0.543,0.463,0.595,0.572,0.567,0.721,0.489,0.518,Muito Baixo,200.83,0.45
260420,2010,0.483,0.237,0.61,0.602,0.609,0.76,0.515,0.578,Baixo,292.74,0.54
260430,2010,0.395,0.191,0.523,0.471,0.615,0.717,0.573,0.565,Médio,269.64,0.56
260450,2010,0.449,0.318,0.536,0.493,0.599,0.803,0.443,0.603,Muito Baixo,341.34,0.55
260440,2010,0.537,0.441,0.555,0.617,0.604,0.762,0.529,0.546,Baixo,239.04,0.44
260460,2010,0.525,0.449,0.564,0.561,0.602,0.713,0.527,0.581,Baixo,297.68,0.53
260470,2010,0.493,0.215,0.682,0.581,0.536,0.726,0.385,0.551,Muito Baixo,247.2,0.52
260480,2010,0.486,0.347,0.629,0.481,0.568,0.707,0.478,0.541,Muito Baixo,232.22,0.47
260490,2010,0.51,0.446,0.557,0.527,0.572,0.72,0.469,0.553,Muito Baixo,249.32,0.5
260500,2010,0.438,0.176,0.59,0.547,0.592,0.763,0.453,0.601,Muito Baixo,336.81,0.49
260510,2010,0.472,0.398,0.529,0.49,0.594,0.706,0.489,0.607,Muito Baixo,350,0.53
260515,2010,0.44,0.293,0.541,0.486,0.589,0.741,0.495,0.558,Muito Baixo,257.72,0.47
260520,2010,0.511,0.484,0.554,0.494,0.632,0.78,0.543,0.594,Baixo,322.46,0.46
260530,2010,0.52,0.389,0.565,0.608,0.576,0.774,0.454,0.543,Muito Baixo,234.83,0.57
260540,2010,0.412,0.244,0.534,0.457,0.6,0.807,0.46,0.581,Muito Baixo,296.5,0.48
260545,2010,0.104,0.002,0.182,0.129,0.788,0.839,0.747,0.781,Muito Alto,1034.14,0.46
260550,2010,0.463,0.266,0.514,0.61,0.622,0.787,0.518,0.589,Baixo,311.83,0.5
260560,2010,0.469,0.329,0.528,0.55,0.556,0.744,0.423,0.544,Muito Baixo,236.31,0.5
260570,2010,0.501,0.385,0.554,0.564,0.626,0.775,0.537,0.588,Baixo,310.39,0.52
260580,2010,0.491,0.419,0.524,0.53,0.576,0.758,0.438,0.575,Muito Baixo,286.08,0.46
260590,2010,0.492,0.428,0.496,0.552,0.602,0.759,0.533,0.541,Baixo,231.5,0.46
260600,2010,0.36,0.164,0.462,0.454,0.664,0.795,0.556,0.662,Médio,492.44,0.59
260610,2010,0.485,0.36,0.523,0.572,0.604,0.765,0.506,0.57,Baixo,278.33,0.52
260620,2010,0.417,0.281,0.45,0.521,0.651,0.779,0.576,0.614,Baixo,364.77,0.54
260630,2010,0.488,0.49,0.532,0.443,0.595,0.773,0.502,0.543,Muito Baixo,234.9,0.54
260640,2010,0.42,0.29,0.472,0.497,0.634,0.794,0.509,0.63,Baixo,402.96,0.53
260650,2010,0.566,0.338,0.702,0.659,0.527,0.768,0.369,0.518,Muito Baixo,200.95,0.55
260660,2010,0.55,0.372,0.698,0.581,0.551,0.706,0.446,0.533,Muito Baixo,220.98,0.51
260670,2010,0.491,0.362,0.575,0.536,0.58,0.753,0.476,0.545,Muito Baixo,238.23,0.47
260690,2010,0.433,0.239,0.53,0.53,0.599,0.77,0.481,0.58,Muito Baixo,295.88,0.54
260700,2010,0.656,0.585,0.786,0.597,0.523,0.711,0.4,0.503,Muito Baixo,182.73,0.6
260710,2010,0.438,0.343,0.45,0.521,0.608,0.766,0.51,0.575,Baixo,286.41,0.53
260730,2010,0.542,0.37,0.648,0.609,0.55,0.712,0.432,0.541,Muito Baixo,231.47,0.53
260740,2010,0.471,0.279,0.552,0.582,0.595,0.712,0.523,0.567,Muito Baixo,271.71,0.46
260765,2010,0.542,0.401,0.621,0.604,0.575,0.726,0.463,0.566,Muito Baixo,271,0.5
260770,2010,0.474,0.308,0.559,0.553,0.593,0.704,0.494,0.598,Muito Baixo,331.14,0.55
260780,2010,0.604,0.713,0.551,0.547,0.586,0.714,0.509,0.554,Muito Baixo,251.09,0.45
260750,2010,0.516,0.266,0.644,0.637,0.51,0.688,0.364,0.531,Muito Baixo,218.32,0.51
260795,2010,0.609,0.474,0.655,0.697,0.575,0.751,0.454,0.557,Muito Baixo,256.76,0.59
260800,2010,0.507,0.291,0.602,0.628,0.53,0.712,0.381,0.549,Muito Baixo,244.26,0.49
260805,2010,0.401,0.239,0.454,0.51,0.645,0.775,0.573,0.604,Baixo,342.33,0.57
260820,2010,0.551,0.452,0.649,0.552,0.554,0.676,0.449,0.561,Muito Baixo,263.01,0.48
260810,2010,0.482,0.355,0.589,0.502,0.575,0.72,0.465,0.569,Muito Baixo,276.15,0.49
260825,2010,0.472,0.265,0.534,0.618,0.55,0.681,0.451,0.541,Muito Baixo,232.08,0.5
260830,2010,0.471,0.256,0.552,0.604,0.575,0.698,0.487,0.56,Muito Baixo,260.42,0.5
260840,2010,0.566,0.399,0.665,0.633,0.51,0.681,0.373,0.522,Muito Baixo,206.22,0.51
260875,2010,0.428,0.22,0.593,0.47,0.597,0.705,0.52,0.581,Muito Baixo,296.99,0.52
260850,2010,0.495,0.412,0.515,0.558,0.603,0.774,0.509,0.555,Baixo,252.8,0.45
260845,2010,0.471,0.465,0.512,0.436,0.609,0.789,0.505,0.566,Baixo,271.36,0.45
260860,2010,0.503,0.257,0.62,0.633,0.526,0.733,0.37,0.536,Muito Baixo,224.13,0.51
260870,2010,0.477,0.222,0.624,0.585,0.551,0.725,0.416,0.555,Muito Baixo,253.4,0.5
260880,2010,0.405,0.237,0.519,0.459,0.611,0.758,0.503,0.599,Baixo,333.52,0.5
260890,2010,0.397,0.292,0.418,0.48,0.663,0.797,0.583,0.628,Médio,398.37,0.51
260900,2010,0.427,0.233,0.503,0.547,0.609,0.778,0.508,0.571,Baixo,278.93,0.51
260910,2010,0.497,0.311,0.675,0.506,0.578,0.766,0.466,0.541,Muito Baixo,231.75,0.48
260915,2010,0.613,0.492,0.636,0.712,0.487,0.682,0.355,0.477,Muito Baixo,155.49,0.54
260920,2010,0.556,0.37,0.703,0.594,0.534,0.697,0.403,0.541,Muito Baixo,232.31,0.54
260930,2010,0.508,0.314,0.584,0.625,0.591,0.769,0.525,0.512,Muito Baixo,193.86,0.58
261430,2010,0.453,0.371,0.509,0.48,0.6,0.768,0.54,0.522,Baixo,206.11,0.54
260950,2010,0.412,0.307,0.458,0.472,0.662,0.789,0.604,0.608,Baixo,351.46,0.49
260970,2010,0.47,0.346,0.496,0.568,0.61,0.786,0.528,0.545,Baixo,237.64,0.52
260980,2010,0.369,0.087,0.522,0.499,0.61,0.766,0.553,0.536,Médio,224.41,0.51
260990,2010,0.509,0.34,0.627,0.559,0.572,0.773,0.419,0.578,Muito Baixo,291.75,0.6
261000,2010,0.435,0.227,0.526,0.552,0.622,0.744,0.55,0.588,Baixo,311.09,0.49
261010,2010,0.488,0.217,0.607,0.639,0.549,0.681,0.438,0.554,Muito Baixo,251.44,0.51
261020,2010,0.484,0.235,0.579,0.637,0.568,0.778,0.432,0.546,Muito Baixo,238.61,0.56
261030,2010,0.514,0.369,0.599,0.573,0.537,0.703,0.417,0.528,Muito Baixo,213.74,0.55
261040,2010,0.442,0.247,0.564,0.516,0.6,0.776,0.499,0.556,Muito Baixo,255.27,0.59
261050,2010,0.485,0.362,0.527,0.567,0.592,0.763,0.487,0.559,Muito Baixo,259.04,0.5
261060,2010,0.543,0.609,0.507,0.513,0.639,0.782,0.546,0.612,Baixo,360.06,0.56
261080,2010,0.572,0.392,0.717,0.606,0.567,0.743,0.445,0.55,Muito Baixo,244.48,0.53
261090,2010,0.435,0.223,0.552,0.529,0.61,0.751,0.506,0.597,Baixo,329.16,0.56
261110,2010,0.321,0.173,0.419,0.371,0.698,0.799,0.612,0.695,Médio,605.06,0.62
261100,2010,0.419,0.173,0.556,0.529,0.623,0.755,0.531,0.604,Baixo,344.04,0.55
261130,2010,0.407,0.248,0.473,0.501,0.598,0.79,0.463,0.584,Muito Baixo,302.97,0.48
261120,2010,0.6,0.475,0.699,0.626,0.528,0.677,0.402,0.542,Muito Baixo,233.91,0.54
261140,2010,0.476,0.384,0.535,0.508,0.579,0.767,0.443,0.572,Muito Baixo,281.27,0.44
261150,2010,0.536,0.381,0.603,0.624,0.552,0.743,0.427,0.53,Muito Baixo,215.92,0.48
261153,2010,0.454,0.322,0.511,0.53,0.577,0.752,0.482,0.53,Muito Baixo,216.87,0.49
261170,2010,0.486,0.327,0.612,0.517,0.57,0.757,0.418,0.586,Muito Baixo,306.61,0.51
261180,2010,0.449,0.227,0.564,0.556,0.602,0.711,0.515,0.595,Baixo,324.47,0.5
261190,2010,0.469,0.318,0.569,0.519,0.613,0.809,0.506,0.562,Baixo,264.16,0.44
261200,2010,0.419,0.317,0.512,0.428,0.585,0.784,0.44,0.581,Muito Baixo,297.91,0.45
261210,2010,0.582,0.324,0.655,0.769,0.535,0.729,0.405,0.516,Muito Baixo,198.91,0.52
261220,2010,0.355,0.124,0.466,0.475,0.668,0.799,0.58,0.645,Médio,441.79,0.59
261230,2010,0.466,0.241,0.604,0.553,0.559,0.743,0.421,0.559,Muito Baixo,259.1,0.55
261240,2010,0.469,0.204,0.625,0.577,0.603,0.758,0.514,0.564,Baixo,267.58,0.51
261245,2010,0.527,0.355,0.599,0.627,0.549,0.722,0.438,0.522,Muito Baixo,206.07,0.57
261247,2010,0.391,0.169,0.474,0.53,0.612,0.786,0.523,0.557,Médio,256.26,0.51
261250,2010,0.313,0.101,0.473,0.363,0.647,0.806,0.505,0.667,Médio,507.05,0.45
261255,2010,0.479,0.193,0.664,0.58,0.533,0.752,0.406,0.496,Muito Baixo,175.48,0.55
261260,2010,0.428,0.226,0.506,0.553,0.591,0.773,0.472,0.564,Muito Baixo,267.86,0.55
261270,2010,0.491,0.362,0.604,0.507,0.548,0.735,0.393,0.571,Muito Baixo,279.1,0.46
261280,2010,0.518,0.245,0.579,0.73,0.593,0.737,0.524,0.54,Muito Baixo,229.83,0.51
261390,2010,0.384,0.25,0.453,0.447,0.661,0.8,0.571,0.632,Médio,407.34,0.56
261400,2010,0.442,0.292,0.495,0.54,0.595,0.76,0.512,0.542,Muito Baixo,233.56,0.56
261410,2010,0.453,0.22,0.571,0.568,0.613,0.752,0.509,0.601,Baixo,337.53,0.6
261420,2010,0.513,0.426,0.548,0.564,0.597,0.763,0.492,0.568,Muito Baixo,273.75,0.44
261440,2010,0.479,0.31,0.544,0.584,0.585,0.754,0.485,0.547,Muito Baixo,240.64,0.56
261450,2010,0.386,0.226,0.475,0.456,0.635,0.756,0.548,0.617,Médio,372.11,0.52
261290,2010,0.574,0.276,0.76,0.687,0.53,0.736,0.407,0.499,Muito Baixo,178.27,0.52
261300,2010,0.485,0.286,0.601,0.568,0.593,0.789,0.446,0.593,Muito Baixo,319.47,0.6
261310,2010,0.446,0.313,0.52,0.505,0.591,0.756,0.469,0.583,Muito Baixo,300.16,0.5
261330,2010,0.5,0.302,0.718,0.48,0.537,0.741,0.381,0.549,Muito Baixo,244.22,0.53
261340,2010,0.54,0.446,0.641,0.533,0.608,0.736,0.522,0.585,Baixo,304.5,0.58
261350,2010,0.453,0.277,0.562,0.521,0.61,0.769,0.52,0.569,Baixo,275.14,0.54
261360,2010,0.412,0.147,0.507,0.582,0.635,0.769,0.554,0.602,Baixo,338.9,0.53
261320,2010,0.526,0.368,0.581,0.629,0.57,0.768,0.426,0.565,Muito Baixo,269.44,0.56
261380,2010,0.507,0.259,0.673,0.591,0.549,0.715,0.414,0.558,Muito Baixo,257.47,0.56
261460,2010,0.44,0.261,0.484,0.574,0.605,0.77,0.504,0.57,Baixo,278.14,0.51
261470,2010,0.462,0.247,0.629,0.509,0.553,0.748,0.423,0.536,Muito Baixo,225.21,0.5
261480,2010,0.555,0.467,0.593,0.605,0.573,0.71,0.507,0.521,Muito Baixo,205.06,0.49
261485,2010,0.483,0.307,0.589,0.552,0.593,0.745,0.479,0.583,Muito Baixo,301.15,0.55
261500,2010,0.385,0.255,0.495,0.406,0.641,0.796,0.52,0.636,Médio,419.74,0.42
261510,2010,0.485,0.249,0.615,0.59,0.545,0.711,0.425,0.536,Muito Baixo,225.28,0.53
261520,2010,0.398,0.191,0.504,0.498,0.599,0.741,0.533,0.545,Baixo,237.89,0.49
261530,2010,0.413,0.25,0.47,0.52,0.618,0.769,0.519,0.592,Baixo,318.8,0.5
261540,2010,0.362,0.112,0.595,0.379,0.618,0.797,0.452,0.655,Médio,470.44,0.43
261550,2010,0.507,0.48,0.527,0.515,0.605,0.776,0.504,0.567,Baixo,272.81,0.46
261560,2010,0.463,0.305,0.585,0.5,0.595,0.768,0.455,0.602,Muito Baixo,338.39,0.57
261570,2010,0.331,0.195,0.332,0.465,0.67,0.817,0.59,0.624,Médio,389.44,0.56
261580,2010,0.62,0.562,0.66,0.64,0.519,0.747,0.379,0.494,Muito Baixo,172.52,0.61
261590,2010,0.329,0.108,0.437,0.44,0.634,0.749,0.557,0.612,Médio,360.29,0.47
261600,2010,0.5,0.372,0.586,0.544,0.591,0.751,0.484,0.57,Muito Baixo,276.94,0.52
261610,2010,0.444,0.28,0.561,0.491,0.605,0.76,0.52,0.56,Baixo,260.66,0.54
261618,2010,0.495,0.432,0.579,0.475,0.563,0.726,0.461,0.532,Muito Baixo,219.88,0.45
261620,2010,0.469,0.345,0.529,0.534,0.582,0.728,0.449,0.602,Muito Baixo,337.92,0.46
261630,2010,0.435,0.208,0.523,0.573,0.605,0.754,0.534,0.551,Baixo,246.44,0.48
261640,2010,0.401,0.238,0.476,0.49,0.64,0.768,0.542,0.629,Baixo,401.16,0.54
261650,2010,0.591,0.479,0.658,0.637,0.552,0.703,0.436,0.549,Muito Baixo,243.39,0.49
260040,2010,0.554,0.307,0.631,0.723,0.553,0.761,0.432,0.514,Muito Baixo,195.47,0.49
260050,2010,0.589,0.438,0.689,0.639,0.525,0.691,0.385,0.546,Muito Baixo,239.3,0.58
260005,2010,0.441,0.448,0.386,0.489,0.678,0.791,0.632,0.625,Baixo,390.4,0.45
260105,2010,0.655,0.846,0.536,0.583,0.592,0.765,0.498,0.544,Muito Baixo,236.1,0.45
260290,2010,0.406,0.315,0.445,0.458,0.686,0.812,0.609,0.654,Baixo,467.07,0.53
260345,2010,0.415,0.463,0.356,0.425,0.692,0.805,0.628,0.656,Baixo,473.78,0.51
260680,2010,0.467,0.509,0.391,0.501,0.665,0.78,0.606,0.622,Baixo,384.1,0.48
260760,2010,0.486,0.489,0.496,0.473,0.653,0.809,0.548,0.627,Baixo,394.85,0.6
260720,2010,0.432,0.329,0.512,0.455,0.619,0.774,0.499,0.613,Baixo,362.68,0.5
260775,2010,0.499,0.441,0.536,0.519,0.633,0.764,0.564,0.589,Baixo,312.47,0.54
260790,2010,0.415,0.491,0.366,0.389,0.717,0.83,0.641,0.692,"",593.9,0.58
260940,2010,0.508,0.532,0.446,0.547,0.652,0.805,0.564,0.61,Baixo,356.7,0.53
260960,2010,0.353,0.355,0.322,0.381,0.735,0.836,0.674,0.704,Alto,640.13,0.55
261070,2010,0.384,0.48,0.294,0.378,0.732,0.829,0.703,0.673,Alto,528.04,0.49
261160,2010,0.319,0.307,0.311,0.337,0.772,0.825,0.698,0.798,Alto,1144.26,0.68
261370,2010,0.511,0.583,0.445,0.506,0.653,0.793,0.571,0.614,Baixo,364.43,0.5
220005,2010,0.432,0.199,0.535,0.563,0.528,0.692,0.411,0.517,Muito Baixo,199.35,0.5
220010,2010,0.536,0.51,0.531,0.568,0.599,0.742,0.526,0.55,Muito Baixo,245.68,0.49
220025,2010,0.428,0.139,0.646,0.498,0.531,0.716,0.391,0.535,Muito Baixo,222.87,0.51
220027,2010,0.426,0.073,0.595,0.611,0.586,0.749,0.475,0.564,Muito Baixo,268.12,0.5
220030,2010,0.413,0.211,0.497,0.531,0.585,0.751,0.47,0.567,Muito Baixo,272.28,0.58
220040,2010,0.506,0.507,0.517,0.496,0.614,0.767,0.512,0.59,Baixo,314.48,0.55
220045,2010,0.484,0.386,0.533,0.533,0.578,0.749,0.496,0.52,Muito Baixo,203.23,0.6
220050,2010,0.48,0.411,0.541,0.488,0.598,0.75,0.497,0.574,Muito Baixo,284.71,0.53
220060,2010,0.438,0.343,0.465,0.505,0.63,0.737,0.555,0.61,Baixo,356.17,0.6
220080,2010,0.38,0.187,0.388,0.564,0.62,0.781,0.527,0.579,Médio,293.53,0.51
220070,2010,0.451,0.357,0.515,0.482,0.594,0.768,0.512,0.534,Muito Baixo,221.91,0.52
220090,2010,0.528,0.443,0.507,0.633,0.583,0.752,0.468,0.563,Muito Baixo,265.91,0.52
220095,2010,0.447,0.047,0.503,0.791,0.519,0.738,0.378,0.502,Muito Baixo,182.29,0.48
220100,2010,0.44,0.189,0.539,0.593,0.56,0.761,0.448,0.514,Muito Baixo,195.46,0.55
220105,2010,0.643,0.542,0.668,0.72,0.499,0.706,0.382,0.462,Muito Baixo,141.79,0.57
220110,2010,0.548,0.436,0.561,0.646,0.554,0.722,0.442,0.532,Muito Baixo,218.97,0.56
220115,2010,0.51,0.253,0.628,0.649,0.564,0.751,0.445,0.537,Muito Baixo,225.94,0.56
220117,2010,0.421,0.156,0.544,0.563,0.577,0.777,0.471,0.526,Muito Baixo,211.18,0.51
220120,2010,0.436,0.263,0.568,0.477,0.595,0.779,0.485,0.558,Muito Baixo,257.99,0.51
220130,2010,0.477,0.464,0.462,0.506,0.557,0.73,0.423,0.56,Muito Baixo,260.79,0.53
220140,2010,0.437,0.33,0.535,0.446,0.612,0.729,0.514,0.611,Baixo,359.06,0.51
220150,2010,0.518,0.367,0.597,0.592,0.546,0.755,0.398,0.54,Muito Baixo,230.66,0.54
220155,2010,0.405,0.076,0.601,0.539,0.576,0.709,0.519,0.52,Muito Baixo,203.61,0.59
220157,2010,0.513,0.21,0.696,0.632,0.551,0.696,0.448,0.537,Muito Baixo,226.26,0.53
220160,2010,0.401,0.148,0.515,0.541,0.557,0.78,0.394,0.561,Muito Baixo,263.09,0.55
220170,2010,0.513,0.563,0.434,0.543,0.612,0.758,0.507,0.596,Baixo,325.94,0.53
220173,2010,0.597,0.531,0.673,0.585,0.489,0.702,0.342,0.486,Muito Baixo,164.69,0.54
220177,2010,0.543,0.493,0.579,0.557,0.575,0.772,0.461,0.534,Muito Baixo,221.27,0.51
220180,2010,0.305,0.067,0.433,0.414,0.632,0.773,0.532,0.614,Médio,366.07,0.58
220190,2010,0.331,0.193,0.445,0.354,0.668,0.799,0.562,0.665,Médio,501.14,0.62
220191,2010,0.432,0.283,0.526,0.486,0.532,0.77,0.371,0.526,Muito Baixo,211.44,0.57
220192,2010,0.461,0.352,0.562,0.47,0.542,0.707,0.415,0.542,Muito Baixo,233.05,0.45
220194,2010,0.486,0.32,0.597,0.542,0.56,0.728,0.434,0.555,Muito Baixo,253.4,0.5
220196,2010,0.376,0.111,0.582,0.435,0.576,0.752,0.445,0.572,Baixo,281.71,0.48
220198,2010,0.427,0.11,0.558,0.613,0.514,0.725,0.353,0.531,Muito Baixo,218.15,0.52
220200,2010,0.515,0.368,0.617,0.56,0.566,0.735,0.453,0.544,Muito Baixo,236.13,0.54
220202,2010,0.437,0.304,0.486,0.52,0.574,0.78,0.46,0.527,Muito Baixo,212.72,0.57
220205,2010,0.445,0.29,0.564,0.483,0.582,0.768,0.476,0.54,Muito Baixo,229.86,0.53
220207,2010,0.412,0.141,0.459,0.636,0.562,0.752,0.449,0.525,Muito Baixo,210.45,0.49
220208,2010,0.615,0.667,0.644,0.533,0.546,0.739,0.4,0.551,Muito Baixo,246.88,0.63
220209,2010,0.507,0.464,0.483,0.575,0.588,0.744,0.487,0.561,Muito Baixo,262.36,0.53
220210,2010,0.379,0.122,0.525,0.49,0.544,0.776,0.397,0.524,Baixo,209,0.55
220211,2010,0.552,0.319,0.601,0.735,0.537,0.762,0.385,0.528,Muito Baixo,213.61,0.65
220213,2010,0.469,0.283,0.568,0.556,0.56,0.72,0.446,0.545,Muito Baixo,237.66,0.48
220217,2010,0.547,0.47,0.619,0.55,0.528,0.766,0.401,0.479,Muito Baixo,158.02,0.54
220220,2010,0.344,0.172,0.392,0.466,0.656,0.793,0.566,0.629,Médio,401.74,0.53
220225,2010,0.552,0.434,0.549,0.673,0.583,0.778,0.485,0.525,Muito Baixo,209.47,0.51
220230,2010,0.443,0.159,0.637,0.534,0.576,0.723,0.462,0.571,Muito Baixo,279.71,0.52
220245,2010,0.485,0.257,0.614,0.584,0.553,0.725,0.464,0.503,Muito Baixo,182.53,0.56
220240,2010,0.486,0.43,0.523,0.504,0.583,0.772,0.464,0.552,Muito Baixo,248.79,0.51
220250,2010,0.556,0.5,0.598,0.568,0.552,0.771,0.409,0.533,Muito Baixo,221.08,0.62
220253,2010,0.517,0.264,0.736,0.551,0.505,0.775,0.347,0.48,Muito Baixo,158.13,0.58
220255,2010,0.546,0.461,0.58,0.596,0.541,0.715,0.426,0.52,Muito Baixo,203.34,0.53
220260,2010,0.43,0.24,0.497,0.555,0.586,0.754,0.473,0.566,Muito Baixo,270.82,0.48
220265,2010,0.463,0.156,0.663,0.572,0.488,0.708,0.329,0.498,Muito Baixo,177.35,0.52
220270,2010,0.541,0.377,0.674,0.572,0.497,0.712,0.334,0.516,Muito Baixo,198.58,0.56
220271,2010,0.502,0.326,0.569,0.611,0.555,0.78,0.399,0.55,Muito Baixo,245.15,0.51
220272,2010,0.539,0.452,0.647,0.518,0.498,0.779,0.315,0.504,Muito Baixo,183.59,0.59
220273,2010,0.543,0.547,0.494,0.588,0.565,0.732,0.454,0.543,Muito Baixo,234.94,0.48
220275,2010,0.487,0.475,0.462,0.523,0.628,0.778,0.55,0.578,Baixo,291.37,0.49
220277,2010,0.39,0.127,0.551,0.491,0.588,0.772,0.462,0.57,Baixo,277.73,0.51
220280,2010,0.435,0.221,0.53,0.554,0.589,0.759,0.483,0.559,Muito Baixo,258.93,0.53
220285,2010,0.488,0.409,0.497,0.558,0.546,0.725,0.433,0.518,Muito Baixo,200.41,0.57
220290,2010,0.399,0.23,0.494,0.472,0.641,0.789,0.539,0.62,Médio,378.39,0.6
220300,2010,0.445,0.301,0.49,0.542,0.573,0.77,0.469,0.521,Muito Baixo,204.49,0.61
220310,2010,0.511,0.4,0.578,0.556,0.566,0.713,0.434,0.586,Muito Baixo,307.32,0.59
220320,2010,0.423,0.357,0.445,0.466,0.608,0.741,0.527,0.574,Baixo,285.52,0.55
220323,2010,0.548,0.508,0.548,0.586,0.542,0.742,0.437,0.49,Muito Baixo,168.68,0.51
220327,2010,0.49,0.309,0.582,0.579,0.527,0.685,0.422,0.506,Muito Baixo,186.24,0.58
220325,2010,0.67,0.717,0.735,0.557,0.555,0.762,0.437,0.512,Muito Baixo,193.65,0.53
220330,2010,0.445,0.442,0.44,0.452,0.619,0.781,0.515,0.588,Baixo,311.48,0.48
220335,2010,0.465,0.258,0.543,0.594,0.56,0.718,0.436,0.563,Muito Baixo,265.3,0.52
220340,2010,0.381,0.207,0.432,0.505,0.601,0.762,0.488,0.583,Médio,300.31,0.52
220345,2010,0.492,0.273,0.514,0.688,0.548,0.756,0.439,0.498,Muito Baixo,177.27,0.54
220342,2010,0.416,0.11,0.636,0.502,0.55,0.755,0.403,0.547,Muito Baixo,240.24,0.56
220350,2010,0.403,0.19,0.526,0.492,0.581,0.758,0.45,0.573,Muito Baixo,283.38,0.48
220360,2010,0.386,0.2,0.498,0.462,0.596,0.742,0.462,0.616,Baixo,370.7,0.57
