code,ano,ivs,ivs_infraestrutura_urbana,ivs_capital_humano,ivs_renda_e_trabalho,idhm,idhm_long,idhm_educ,idhm_renda,prosp_soc,renda_per_capita,gini
520920,2010,0.334,0.331,0.367,0.305,0.697,0.826,0.579,0.708,Médio,657.02,0.54
520970,2010,0.268,0.207,0.328,0.269,0.707,0.827,0.603,0.707,Muito Alto,651.41,0.47
521000,2010,0.233,0.104,0.313,0.281,0.72,0.841,0.618,0.718,Muito Alto,697.81,0.45
521450,2010,0.27,0.215,0.327,0.268,0.721,0.82,0.671,0.681,Muito Alto,555.47,0.42
521500,2010,0.292,0.276,0.285,0.316,0.719,0.837,0.661,0.671,Muito Alto,521.4,0.43
521973,2010,0.337,0.405,0.301,0.303,0.723,0.832,0.662,0.687,Alto,574.63,0.43
522045,2010,0.367,0.443,0.374,0.283,0.701,0.826,0.616,0.676,Alto,537.58,0.43
522119,2010,0.338,0.286,0.353,0.375,0.686,0.799,0.615,0.655,Médio,472.43,0.43
522140,2010,0.353,0.425,0.353,0.28,0.698,0.822,0.607,0.682,Médio,558.61,0.42
510010,2010,0.398,0.165,0.499,0.53,0.627,0.816,0.509,0.594,Médio,321.58,0.5
510025,2010,0.23,0.116,0.332,0.241,0.714,0.816,0.629,0.709,Muito Alto,660.84,0.48
510030,2010,0.242,0.038,0.41,0.279,0.704,0.802,0.612,0.712,Muito Alto,671.99,0.47
510035,2010,0.367,0.228,0.414,0.46,0.651,0.803,0.561,0.613,Médio,362.66,0.57
510040,2010,0.252,0.147,0.336,0.272,0.701,0.835,0.583,0.707,Muito Alto,651.91,0.46
510050,2010,0.479,0.573,0.453,0.412,0.638,0.784,0.541,0.612,Baixo,360.06,0.47
510060,2010,0.201,0.056,0.386,0.161,0.705,0.832,0.571,0.736,Muito Alto,781.26,0.46
510080,2010,0.292,0.12,0.441,0.314,0.675,0.809,0.57,0.666,Alto,504.04,0.46
510100,2010,0.258,0.096,0.351,0.329,0.687,0.817,0.591,0.671,Alto,519.03,0.43
510120,2010,0.194,0.033,0.253,0.297,0.701,0.844,0.627,0.65,Muito Alto,456.43,0.4
510125,2010,0.243,0.077,0.345,0.308,0.725,0.826,0.655,0.704,Muito Alto,639.18,0.5
510130,2010,0.34,0.284,0.316,0.42,0.703,0.793,0.649,0.677,Alto,540.59,0.46
510140,2010,0.342,0.138,0.519,0.37,0.675,0.816,0.553,0.682,Médio,558.26,0.56
510170,2010,0.295,0.182,0.41,0.293,0.693,0.818,0.595,0.684,Alto,563.98,0.51
510180,2010,0.225,0.065,0.306,0.305,0.748,0.817,0.694,0.738,Muito Alto,789.99,0.55
510160,2010,0.442,0.387,0.506,0.435,0.6,0.82,0.44,0.598,Muito Baixo,330.46,0.5
510185,2010,0.323,0.106,0.496,0.368,0.661,0.784,0.556,0.665,Médio,500.5,0.48
510190,2010,0.321,0.199,0.44,0.323,0.696,0.85,0.57,0.695,Médio,602.75,0.53
510260,2010,0.481,0.133,0.684,0.625,0.537,0.803,0.324,0.597,Muito Baixo,328.15,0.69
510263,2010,0.195,0.113,0.296,0.177,0.734,0.819,0.649,0.745,Muito Alto,823.32,0.45
510267,2010,0.211,0.073,0.348,0.212,0.75,0.834,0.67,0.755,Muito Alto,878.37,0.51
510268,2010,0.223,0.083,0.399,0.188,0.744,0.825,0.625,0.8,Muito Alto,1162.4,0.62
510269,2010,0.383,0.33,0.404,0.415,0.667,0.817,0.589,0.616,Médio,370.81,0.52
510270,2010,0.247,0.038,0.424,0.279,0.693,0.825,0.549,0.735,Alto,774.65,0.53
510279,2010,0.312,0.154,0.365,0.418,0.665,0.809,0.553,0.656,Médio,474.83,0.52
510285,2010,0.343,0.207,0.433,0.39,0.665,0.8,0.547,0.671,Médio,520.54,0.55
510300,2010,0.348,0.221,0.482,0.341,0.688,0.833,0.577,0.677,Médio,540.98,0.53
510305,2010,0.281,0.102,0.422,0.318,0.698,0.809,0.586,0.719,Alto,700.38,0.57
510310,2010,0.345,0.201,0.474,0.359,0.66,0.807,0.528,0.674,Médio,531.41,0.48
510325,2010,0.458,0.361,0.519,0.494,0.612,0.815,0.444,0.633,Baixo,411.69,0.58
510320,2010,0.266,0.094,0.359,0.346,0.712,0.819,0.603,0.732,Muito Alto,758.67,0.56
510330,2010,0.307,0.106,0.466,0.349,0.689,0.84,0.566,0.687,Médio,573.89,0.54
510335,2010,0.383,0.301,0.425,0.422,0.668,0.812,0.556,0.66,Médio,484.89,0.58
510336,2010,0.369,0.436,0.368,0.304,0.718,0.807,0.649,0.707,Alto,650.3,0.5
510337,2010,0.436,0.343,0.513,0.452,0.602,0.825,0.423,0.623,Baixo,387.24,0.57
510343,2010,0.295,0.169,0.408,0.308,0.69,0.81,0.615,0.658,Alto,480.92,0.47
510250,2010,0.29,0.158,0.362,0.351,0.708,0.813,0.633,0.691,Muito Alto,590.43,0.53
510345,2010,0.252,0.089,0.329,0.337,0.682,0.802,0.589,0.672,Alto,524.91,0.42
510350,2010,0.254,0.087,0.327,0.349,0.719,0.831,0.625,0.714,Muito Alto,681.66,0.47
510360,2010,0.337,0.337,0.367,0.308,0.69,0.806,0.593,0.687,Médio,575.47,0.51
510370,2010,0.307,0.251,0.412,0.26,0.691,0.819,0.547,0.737,Médio,786.26,0.46
510380,2010,0.28,0.124,0.384,0.331,0.679,0.786,0.599,0.665,Alto,502.34,0.42
510385,2010,0.368,0.093,0.539,0.47,0.615,0.847,0.418,0.658,Médio,481.01,0.67
510390,2010,0.374,0.211,0.49,0.421,0.67,0.82,0.568,0.645,Médio,441.94,0.59
510395,2010,0.229,0.163,0.272,0.253,0.71,0.823,0.636,0.684,Muito Alto,564.35,0.48
510410,2010,0.279,0.136,0.347,0.353,0.704,0.826,0.609,0.692,Muito Alto,594.14,0.48
510420,2010,0.233,0.013,0.327,0.358,0.705,0.813,0.637,0.677,Muito Alto,542.02,0.48
510450,2010,0.262,0.003,0.393,0.391,0.661,0.841,0.533,0.645,Alto,443.9,0.46
510452,2010,0.201,0.005,0.382,0.218,0.727,0.806,0.642,0.742,Muito Alto,812.25,0.48
510454,2010,0.261,0.086,0.407,0.291,0.709,0.856,0.597,0.699,Muito Alto,620.06,0.51
510455,2010,0.228,0.016,0.394,0.275,0.69,0.809,0.569,0.714,Alto,680.94,0.58
510460,2010,0.246,0.007,0.425,0.305,0.693,0.812,0.591,0.694,Alto,602.03,0.47
510480,2010,0.271,0.217,0.334,0.261,0.735,0.833,0.655,0.728,Muito Alto,742.81,0.51
510490,2010,0.366,0.119,0.471,0.507,0.63,0.805,0.549,0.567,Médio,271.99,0.56
510500,2010,0.31,0.141,0.417,0.371,0.673,0.812,0.563,0.668,Médio,511.39,0.52
510510,2010,0.291,0.131,0.436,0.305,0.682,0.836,0.543,0.699,Alto,619.81,0.49
510517,2010,0.299,0.166,0.362,0.368,0.662,0.797,0.563,0.647,Alto,448.89,0.44
510520,2010,0.35,0.468,0.295,0.287,0.714,0.842,0.636,0.678,Alto,542.77,0.43
510515,2010,0.272,0.134,0.398,0.285,0.716,0.845,0.593,0.733,Muito Alto,763.35,0.58
510523,2010,0.365,0.269,0.507,0.318,0.626,0.787,0.467,0.67,Médio,516.75,0.48
510525,2010,0.196,0.134,0.28,0.175,0.768,0.833,0.71,0.766,Muito Alto,938.65,0.46
510530,2010,0.316,0.203,0.392,0.353,0.675,0.788,0.634,0.617,Médio,371.24,0.43
510558,2010,0.335,0.288,0.396,0.32,0.701,0.813,0.604,0.7,Alto,621.76,0.55
510560,2010,0.261,0.141,0.307,0.337,0.716,0.824,0.63,0.706,Muito Alto,649.23,0.55
510562,2010,0.257,0.091,0.373,0.307,0.704,0.816,0.592,0.723,Muito Alto,718.18,0.55
510590,2010,0.267,0.041,0.394,0.367,0.699,0.827,0.611,0.675,Alto,533.53,0.46
510600,2010,0.302,0.142,0.401,0.361,0.702,0.793,0.668,0.653,Alto,466.17,0.43
510615,2010,0.362,0.345,0.432,0.31,0.65,0.842,0.468,0.696,Médio,608.32,0.62
510620,2010,0.321,0.183,0.405,0.373,0.651,0.845,0.485,0.673,Médio,526.35,0.64
510621,2010,0.288,0.115,0.366,0.383,0.686,0.815,0.572,0.692,Alto,591.9,0.55
510880,2010,0.305,0.126,0.348,0.441,0.688,0.812,0.596,0.671,Médio,520.94,0.51
510618,2010,0.378,0.273,0.488,0.371,0.636,0.825,0.485,0.643,Médio,437.33,0.51
510885,2010,0.362,0.228,0.425,0.434,0.704,0.823,0.623,0.68,Alto,550.29,0.43
510890,2010,0.277,0.119,0.433,0.278,0.663,0.815,0.509,0.702,Alto,629.46,0.49
510895,2010,0.257,0.183,0.289,0.298,0.691,0.823,0.582,0.69,Alto,586.65,0.51
510622,2010,0.191,0.054,0.357,0.161,0.758,0.837,0.673,0.773,Muito Alto,982.9,0.51
510617,2010,0.43,0.111,0.674,0.506,0.595,0.793,0.427,0.621,Muito Baixo,381.54,0.55
510623,2010,0.338,0.12,0.478,0.416,0.682,0.804,0.561,0.704,Médio,639.03,0.56
510619,2010,0.301,0.192,0.319,0.393,0.713,0.809,0.602,0.745,Alto,824.04,0.64
510624,2010,0.328,0.218,0.442,0.323,0.669,0.816,0.528,0.694,Médio,599.32,0.5
510625,2010,0.245,0.061,0.344,0.332,0.704,0.8,0.612,0.713,Muito Alto,674.44,0.53
510627,2010,0.271,0.099,0.324,0.39,0.664,0.82,0.548,0.652,Alto,463.77,0.49
510626,2010,0.272,0.129,0.378,0.309,0.674,0.815,0.577,0.652,Alto,461.47,0.52
510631,2010,0.491,0.544,0.551,0.376,0.653,0.829,0.526,0.64,Baixo,428.26,0.51
510628,2010,0.363,0.31,0.449,0.331,0.649,0.819,0.507,0.658,Médio,480.73,0.48
510630,2010,0.337,0.257,0.447,0.308,0.667,0.82,0.532,0.679,Médio,547.43,0.5
510629,2010,0.325,0.168,0.429,0.379,0.672,0.809,0.555,0.677,Médio,540.22,0.53
510637,2010,0.24,0.043,0.344,0.331,0.679,0.812,0.573,0.672,Alto,523.92,0.43
510642,2010,0.376,0.219,0.481,0.427,0.649,0.761,0.521,0.691,Médio,589.21,0.67
510645,2010,0.35,0.17,0.469,0.411,0.656,0.813,0.565,0.615,Médio,366.39,0.44
510650,2010,0.369,0.228,0.479,0.401,0.652,0.806,0.534,0.643,Médio,436.83,0.52
510665,2010,0.229,0.096,0.308,0.284,0.734,0.816,0.702,0.691,Muito Alto,589.32,0.48
510670,2010,0.295,0.091,0.395,0.4,0.686,0.806,0.585,0.684,Alto,565.09,0.49
510675,2010,0.25,0.104,0.37,0.275,0.702,0.807,0.605,0.711,Muito Alto,665.92,0.49
510677,2010,0.34,0.174,0.369,0.478,0.673,0.803,0.587,0.647,Médio,449.5,0.52
510682,2010,0.301,0.143,0.395,0.366,0.652,0.795,0.523,0.666,Médio,504.99,0.59
510685,2010,0.387,0.189,0.561,0.411,0.599,0.804,0.467,0.571,Baixo,280.21,0.51
510680,2010,0.258,0.135,0.399,0.239,0.685,0.815,0.561,0.703,Alto,635.97,0.5
510700,2010,0.378,0.288,0.456,0.39,0.678,0.832,0.573,0.653,Médio,463.98,0.49
510704,2010,0.22,0.08,0.373,0.208,0.753,0.843,0.653,0.774,Muito Alto,990.05,0.51
510706,2010,0.305,0.131,0.417,0.369,0.692,0.836,0.565,0.701,Médio,628.89,0.5
510715,2010,0.27,0.049,0.309,0.452,0.676,0.799,0.603,0.642,Alto,434.88,0.4
510718,2010,0.433,0.418,0.474,0.408,0.67,0.831,0.542,0.668,Baixo,512.31,0.54
510719,2010,0.231,0.067,0.335,0.291,0.692,0.802,0.596,0.694,Alto,599.35,0.47
510720,2010,0.32,0.277,0.383,0.299,0.707,0.816,0.617,0.701,Alto,626.09,0.5
510757,2010,0.377,0.324,0.379,0.427,0.64,0.8,0.53,0.619,Médio,375.85,0.52
510760,2010,0.214,0.106,0.293,0.242,0.755,0.823,0.698,0.749,Muito Alto,843.62,0.52
510770,2010,0.346,0.133,0.454,0.45,0.65,0.807,0.52,0.653,Médio,465.66,0.49
510775,2010,0.337,0.267,0.395,0.348,0.666,0.797,0.56,0.661,Médio,488.7,0.48
510724,2010,0.214,0.008,0.414,0.22,0.715,0.827,0.628,0.703,Muito Alto,635.43,0.48
510774,2010,0.424,0.462,0.465,0.345,0.684,0.828,0.549,0.704,Baixo,639.44,0.55
510776,2010,0.234,0.216,0.25,0.235,0.735,0.852,0.632,0.738,Muito Alto,790.41,0.5
510777,2010,0.494,0.421,0.518,0.543,0.609,0.761,0.498,0.596,Baixo,326.47,0.57
510726,2010,0.346,0.28,0.389,0.369,0.689,0.834,0.599,0.655,Médio,472.29,0.43
510779,2010,0.313,0.19,0.516,0.233,0.655,0.853,0.501,0.658,Médio,481.45,0.47
510787,2010,0.252,0.201,0.37,0.186,0.732,0.836,0.621,0.758,Muito Alto,892.71,0.47
510788,2010,0.323,0.211,0.377,0.38,0.664,0.819,0.56,0.638,Médio,422.66,0.44
510790,2010,0.201,0.088,0.319,0.197,0.754,0.832,0.683,0.755,Muito Alto,877.68,0.49
510792,2010,0.22,0.037,0.37,0.252,0.744,0.839,0.635,0.774,Muito Alto,988.74,0.54
510785,2010,0.35,0.281,0.363,0.404,0.667,0.848,0.538,0.652,Médio,461.47,0.61
510729,2010,0.266,0.068,0.354,0.377,0.661,0.793,0.577,0.63,Alto,402.85,0.43
510730,2010,0.305,0.171,0.437,0.306,0.682,0.841,0.548,0.689,Médio,580.99,0.48
510735,2010,0.333,0.12,0.497,0.381,0.657,0.828,0.487,0.703,Médio,635.63,0.62
510710,2010,0.238,0.105,0.298,0.311,0.719,0.816,0.644,0.707,Muito Alto,653.02,0.54
510740,2010,0.358,0.346,0.422,0.307,0.66,0.79,0.556,0.654,Médio,469.27,0.38
510794,2010,0.225,0.075,0.335,0.265,0.695,0.826,0.599,0.679,Alto,546.51,0.44
510795,2010,0.227,0.06,0.37,0.253,0.729,0.824,0.626,0.749,Muito Alto,846.59,0.55
510800,2010,0.225,0.06,0.391,0.224,0.714,0.831,0.594,0.738,Muito Alto,789.61,0.49
510805,2010,0.3,0.192,0.309,0.4,0.697,0.815,0.601,0.692,Médio,594.53,0.51
510810,2010,0.353,0.125,0.527,0.407,0.655,0.791,0.559,0.635,Médio,415.93,0.5
510820,2010,0.278,0.123,0.331,0.378,0.716,0.806,0.665,0.684,Muito Alto,564.83,0.53
510830,2010,0.292,0.172,0.396,0.309,0.665,0.797,0.556,0.665,Alto,501.56,0.45
510835,2010,0.274,0.103,0.391,0.326,0.656,0.765,0.56,0.658,Alto,479.66,0.43
510850,2010,0.213,0.064,0.328,0.248,0.68,0.834,0.568,0.663,Alto,494.23,0.42
510550,2010,0.4,0.269,0.537,0.394,0.645,0.843,0.495,0.644,Médio,439.15,0.59
510860,2010,0.397,0.329,0.497,0.363,0.688,0.829,0.553,0.709,Médio,658.27,0.56
510020,2010,0.225,0.156,0.286,0.233,0.729,0.828,0.646,0.723,Muito Alto,720.74,0.49
510340,2010,0.261,0.303,0.272,0.208,0.785,0.834,0.726,0.8,Muito Alto,1161.49,0.59
510610,2010,0.505,0.406,0.522,0.586,0.639,0.82,0.529,0.6,Baixo,335.56,0.47
510780,2010,0.351,0.287,0.425,0.341,0.657,0.806,0.54,0.651,Médio,460.13,0.49
510840,2010,0.318,0.375,0.313,0.266,0.734,0.842,0.661,0.711,Alto,668.86,0.46
500025,2010,0.227,0.077,0.321,0.282,0.711,0.858,0.571,0.733,Muito Alto,764.03,0.54
500060,2010,0.375,0.21,0.58,0.336,0.673,0.818,0.547,0.683,Médio,561.14,0.56
500070,2010,0.315,0.186,0.405,0.354,0.663,0.789,0.557,0.663,Médio,495.48,0.47
500080,2010,0.294,0.144,0.387,0.35,0.67,0.826,0.537,0.676,Alto,538.13,0.51
500085,2010,0.338,0.326,0.399,0.287,0.696,0.839,0.582,0.692,Médio,592.27,0.42
500090,2010,0.397,0.175,0.562,0.454,0.643,0.799,0.526,0.633,Médio,411.49,0.54
500100,2010,0.27,0.138,0.393,0.281,0.697,0.804,0.589,0.717,Alto,692.79,0.46
500110,2010,0.329,0.218,0.418,0.352,0.688,0.84,0.562,0.69,Médio,585.62,0.56
500124,2010,0.375,0.165,0.539,0.419,0.633,0.798,0.507,0.628,Médio,398.5,0.53
500150,2010,0.306,0.178,0.429,0.31,0.681,0.848,0.536,0.694,Médio,602.02,0.51
500190,2010,0.271,0.131,0.388,0.293,0.71,0.847,0.606,0.698,Muito Alto,614.34,0.47
500200,2010,0.306,0.192,0.445,0.282,0.684,0.814,0.559,0.702,Médio,631.47,0.56
500210,2010,0.377,0.284,0.482,0.365,0.698,0.83,0.585,0.699,Médio,621.23,0.61
500215,2010,0.281,0.068,0.396,0.38,0.666,0.776,0.573,0.665,Alto,500.13,0.5
500220,2010,0.263,0.113,0.415,0.261,0.67,0.831,0.508,0.714,Alto,679.03,0.54
500230,2010,0.327,0.328,0.373,0.281,0.701,0.837,0.57,0.721,Alto,709.29,0.52
500240,2010,0.456,0.49,0.515,0.362,0.692,0.828,0.591,0.676,Baixo,537.01,0.5
500260,2010,0.266,0.154,0.365,0.28,0.704,0.817,0.596,0.715,Muito Alto,685.77,0.49
500270,2010,0.27,0.325,0.27,0.214,0.784,0.844,0.725,0.79,Muito Alto,1089.37,0.56
500280,2010,0.272,0.113,0.396,0.305,0.647,0.826,0.522,0.628,Alto,399.46,0.43
500290,2010,0.221,0.007,0.39,0.267,0.727,0.81,0.627,0.756,Muito Alto,885.1,0.54
500295,2010,0.195,0.159,0.25,0.177,0.754,0.85,0.665,0.758,Muito Alto,896.92,0.47
500310,2010,0.27,0.052,0.414,0.345,0.67,0.83,0.531,0.684,Alto,566.09,0.53
500315,2010,0.485,0.318,0.707,0.43,0.589,0.806,0.417,0.607,Muito Baixo,350.37,0.55
500320,2010,0.328,0.236,0.411,0.336,0.7,0.834,0.585,0.701,Médio,627.1,0.55
500325,2010,0.257,0.163,0.338,0.268,0.706,0.811,0.606,0.717,Muito Alto,693.05,0.47
500330,2010,0.265,0.094,0.417,0.284,0.703,0.836,0.579,0.719,Muito Alto,703.01,0.51
500345,2010,0.34,0.39,0.368,0.263,0.694,0.81,0.595,0.693,Médio,596.5,0.45
500348,2010,0.359,0.163,0.473,0.442,0.639,0.773,0.528,0.64,Médio,429.18,0.58
500350,2010,0.369,0.391,0.425,0.291,0.699,0.809,0.597,0.706,Médio,648.98,0.61
500370,2010,0.236,0.154,0.336,0.218,0.747,0.843,0.657,0.753,Muito Alto,866.4,0.52
500375,2010,0.378,0.271,0.469,0.394,0.685,0.824,0.577,0.674,Médio,530.89,0.49
500390,2010,0.28,0.201,0.403,0.235,0.66,0.83,0.511,0.677,Alto,541.93,0.44
500380,2010,0.253,0.143,0.319,0.297,0.714,0.815,0.621,0.719,Muito Alto,701.87,0.52
500400,2010,0.279,0.324,0.264,0.249,0.721,0.822,0.648,0.705,Muito Alto,644.1,0.46
500410,2010,0.319,0.097,0.479,0.381,0.675,0.826,0.549,0.677,Médio,541.87,0.57
500430,2010,0.313,0.084,0.478,0.377,0.662,0.816,0.529,0.671,Médio,519.03,0.51
500440,2010,0.248,0.076,0.401,0.267,0.681,0.846,0.532,0.702,Alto,633.12,0.48
500450,2010,0.452,0.41,0.563,0.383,0.654,0.809,0.523,0.66,Baixo,487.51,0.54
500460,2010,0.37,0.253,0.441,0.416,0.62,0.772,0.479,0.645,Médio,442.57,0.5
500470,2010,0.264,0.249,0.3,0.243,0.72,0.85,0.614,0.715,Muito Alto,685.17,0.48
500480,2010,0.601,0.453,0.815,0.536,0.526,0.791,0.337,0.547,Muito Baixo,241.32,0.66
500490,2010,0.305,0.186,0.38,0.35,0.664,0.827,0.53,0.668,Médio,511.64,0.48
500500,2010,0.246,0.085,0.365,0.287,0.712,0.845,0.595,0.718,Muito Alto,697.92,0.55
500510,2010,0.287,0.189,0.429,0.243,0.708,0.856,0.579,0.716,Muito Alto,690.71,0.6
500515,2010,0.404,0.236,0.583,0.394,0.623,0.77,0.485,0.646,Baixo,446.17,0.51
500520,2010,0.359,0.363,0.39,0.325,0.704,0.822,0.618,0.687,Alto,575.16,0.52
500525,2010,0.358,0.172,0.575,0.327,0.671,0.822,0.545,0.676,Médio,536.02,0.53
500540,2010,0.261,0.186,0.362,0.236,0.736,0.872,0.613,0.744,Muito Alto,819.6,0.54
500560,2010,0.422,0.268,0.573,0.425,0.632,0.782,0.507,0.638,Baixo,424.44,0.54
500568,2010,0.28,0.072,0.396,0.373,0.686,0.808,0.566,0.707,Alto,652.56,0.5
500570,2010,0.265,0.152,0.371,0.271,0.7,0.803,0.597,0.715,Alto,683.86,0.47
500580,2010,0.432,0.467,0.446,0.382,0.639,0.822,0.483,0.658,Baixo,480.75,0.58
500600,2010,0.308,0.249,0.427,0.248,0.694,0.809,0.554,0.746,Médio,830.08,0.58
500620,2010,0.236,0.126,0.308,0.274,0.721,0.85,0.616,0.716,Muito Alto,688.15,0.48
500625,2010,0.376,0.41,0.426,0.293,0.649,0.798,0.523,0.656,Médio,472.75,0.4
500630,2010,0.254,0.159,0.334,0.27,0.721,0.823,0.627,0.727,Muito Alto,738.58,0.49
500635,2010,0.451,0.26,0.688,0.404,0.589,0.811,0.444,0.566,Muito Baixo,271.52,0.64
500640,2010,0.29,0.11,0.421,0.341,0.671,0.801,0.562,0.672,Alto,524.83,0.48
500660,2010,0.322,0.182,0.445,0.34,0.7,0.812,0.598,0.708,Alto,653.36,0.6
500690,2010,0.317,0.099,0.513,0.34,0.666,0.83,0.526,0.677,Médio,539.19,0.61
500710,2010,0.351,0.307,0.448,0.299,0.664,0.83,0.518,0.681,Médio,552.58,0.47
500720,2010,0.336,0.335,0.411,0.262,0.715,0.861,0.59,0.72,Alto,705.6,0.53
500730,2010,0.287,0.079,0.432,0.35,0.709,0.869,0.585,0.702,Muito Alto,631.11,0.54
500740,2010,0.327,0.203,0.45,0.327,0.672,0.852,0.52,0.686,Médio,570.74,0.46
500750,2010,0.3,0.196,0.351,0.354,0.651,0.83,0.491,0.676,Médio,538.26,0.48
500755,2010,0.401,0.454,0.438,0.311,0.642,0.8,0.505,0.655,Baixo,471.42,0.44
500780,2010,0.356,0.369,0.394,0.306,0.682,0.825,0.576,0.668,Médio,510.94,0.44
500770,2010,0.396,0.212,0.535,0.44,0.614,0.778,0.45,0.66,Médio,487,0.54
500790,2010,0.329,0.204,0.427,0.357,0.686,0.829,0.56,0.694,Médio,599.76,0.57
500793,2010,0.273,0.129,0.427,0.261,0.681,0.803,0.557,0.706,Alto,648.07,0.5
500769,2010,0.166,0.016,0.283,0.199,0.73,0.85,0.609,0.751,Muito Alto,855.21,0.54
500795,2010,0.521,0.397,0.677,0.488,0.593,0.782,0.434,0.615,Muito Baixo,367.68,0.6
500797,2010,0.388,0.29,0.507,0.367,0.651,0.769,0.545,0.657,Médio,478.38,0.42
500800,2010,0.318,0.163,0.427,0.363,0.658,0.838,0.521,0.651,Médio,460.32,0.5
500830,2010,0.218,0.134,0.308,0.211,0.744,0.848,0.645,0.752,Muito Alto,863.66,0.51
500840,2010,0.316,0.324,0.318,0.305,0.712,0.834,0.626,0.689,Alto,583.56,0.46
500020,2010,0.346,0.281,0.506,0.252,0.67,0.823,0.518,0.705,Médio,642.97,0.5
270020,2010,0.516,0.243,0.682,0.623,0.568,0.756,0.444,0.546,Muito Baixo,239.53,0.53
270030,2010,0.371,0.195,0.483,0.433,0.649,0.78,0.548,0.638,Médio,423.28,0.55
270040,2010,0.599,0.488,0.709,0.599,0.561,0.752,0.431,0.545,Muito Baixo,237.33,0.5
270070,2010,0.494,0.34,0.607,0.534,0.594,0.752,0.497,0.563,Muito Baixo,265.62,0.49
270090,2010,0.509,0.268,0.653,0.607,0.517,0.725,0.376,0.507,Muito Baixo,187.77,0.65
270080,2010,0.526,0.404,0.591,0.583,0.593,0.764,0.464,0.587,Muito Baixo,309.5,0.56
270100,2010,0.497,0.301,0.596,0.594,0.603,0.758,0.518,0.56,Baixo,260.2,0.51
270110,2010,0.623,0.532,0.781,0.557,0.513,0.699,0.362,0.534,Muito Baixo,221.93,0.42
270120,2010,0.598,0.555,0.649,0.589,0.531,0.697,0.384,0.559,Muito Baixo,259.72,0.6
270130,2010,0.575,0.488,0.691,0.547,0.561,0.691,0.473,0.542,Muito Baixo,232.85,0.49
270135,2010,0.555,0.38,0.706,0.578,0.559,0.729,0.435,0.55,Muito Baixo,245.43,0.47
270140,2010,0.515,0.292,0.651,0.603,0.57,0.742,0.471,0.531,Muito Baixo,217.72,0.47
270150,2010,0.518,0.256,0.616,0.682,0.523,0.739,0.387,0.502,Muito Baixo,181.54,0.58
270160,2010,0.599,0.476,0.667,0.653,0.506,0.718,0.357,0.504,Muito Baixo,183.83,0.6
270170,2010,0.477,0.294,0.616,0.522,0.572,0.743,0.455,0.554,Muito Baixo,251.36,0.49
270180,2010,0.604,0.525,0.601,0.684,0.527,0.709,0.398,0.517,Muito Baixo,199.58,0.54
270190,2010,0.465,0.373,0.579,0.444,0.575,0.737,0.481,0.537,Muito Baixo,226.6,0.5
270200,2010,0.53,0.411,0.626,0.553,0.532,0.73,0.397,0.52,Muito Baixo,203.15,0.52
270210,2010,0.548,0.229,0.819,0.597,0.517,0.692,0.363,0.548,Muito Baixo,242.28,0.53
270230,2010,0.439,0.318,0.524,0.474,0.626,0.769,0.541,0.591,Baixo,315.85,0.52
270235,2010,0.525,0.342,0.643,0.59,0.525,0.687,0.408,0.517,Muito Baixo,199.54,0.53
270240,2010,0.416,0.138,0.574,0.536,0.612,0.774,0.494,0.599,Baixo,332.13,0.52
270250,2010,0.511,0.35,0.62,0.562,0.532,0.762,0.385,0.513,Muito Baixo,194.81,0.55
270255,2010,0.557,0.368,0.625,0.679,0.533,0.72,0.409,0.515,Muito Baixo,196.92,0.51
270260,2010,0.495,0.314,0.592,0.579,0.533,0.736,0.402,0.512,Muito Baixo,193.07,0.53
270270,2010,0.569,0.479,0.685,0.543,0.564,0.708,0.462,0.55,Muito Baixo,245.49,0.49
270280,2010,0.579,0.454,0.707,0.576,0.527,0.693,0.4,0.528,Muito Baixo,213.44,0.47
270290,2010,0.584,0.431,0.641,0.681,0.535,0.762,0.405,0.498,Muito Baixo,177.55,0.58
270300,2010,0.587,0.438,0.738,0.583,0.518,0.684,0.393,0.517,Muito Baixo,199.68,0.53
270310,2010,0.54,0.381,0.62,0.62,0.564,0.774,0.424,0.547,Muito Baixo,241.17,0.57
270320,2010,0.468,0.31,0.584,0.511,0.568,0.771,0.428,0.556,Muito Baixo,254.34,0.65
270330,2010,0.678,0.523,0.794,0.715,0.484,0.718,0.316,0.501,Muito Baixo,180.64,0.67
270340,2010,0.437,0.236,0.552,0.524,0.583,0.759,0.481,0.543,Muito Baixo,235.11,0.49
270350,2010,0.553,0.472,0.628,0.559,0.548,0.755,0.409,0.532,Muito Baixo,219.52,0.46
270360,2010,0.558,0.516,0.613,0.545,0.571,0.735,0.452,0.56,Muito Baixo,260.92,0.52
270370,2010,0.497,0.391,0.58,0.519,0.552,0.701,0.451,0.532,Muito Baixo,219.1,0.48
270375,2010,0.518,0.431,0.627,0.497,0.556,0.772,0.43,0.517,Muito Baixo,199.39,0.47
270380,2010,0.587,0.496,0.737,0.529,0.531,0.764,0.386,0.509,Muito Baixo,190.23,0.5
270390,2010,0.593,0.641,0.613,0.523,0.562,0.715,0.434,0.573,Muito Baixo,282.87,0.54
270400,2010,0.459,0.319,0.521,0.538,0.575,0.714,0.454,0.586,Muito Baixo,306.96,0.57
270410,2010,0.49,0.318,0.643,0.51,0.552,0.703,0.443,0.541,Muito Baixo,231.56,0.51
270420,2010,0.524,0.427,0.574,0.572,0.58,0.742,0.458,0.575,Muito Baixo,285.98,0.64
